0.05,0,0,-0.274721,-0.961524
0.1,0,0,-0.274721,-0.961524
0.15,0,0,-0.274721,-0.961524
0.2,0,0,-0.274721,-0.961524
0.25,0,0,-0.274721,-0.961524
0.3,0,0,-0.274721,-0.961524
0.35,0,0,-0.274721,-0.961524
0.4,0,0,-0.274721,-0.961524
0.45,0,0,-0.274721,-0.961524
0.5,0,0,-0.274721,-0.961524
0.55,0,0,-0.274721,-0.961524
0.6,0,0,-0.274721,-0.961524
0.65,0,0,-0.274721,-0.961524
0.7,0,0,-0.274721,-0.961524
0.75,0,0,-0.274721,-0.961524
0.8,0,0,-0.274721,-0.961524
0.85,0,0,-0.274721,-0.961524
0.9,0,0,-0.274721,-0.961524
0.95,0,0,-0.274721,-0.961524
1,0,0,-0.274721,-0.961524
1.05,0,0,-0.274721,-0.961524
1.1,0,0,-0.274721,-0.961524
1.15,0,0,-0.274721,-0.961524
1.2,0,0,-0.274721,-0.961524
1.25,0,0,-0.274721,-0.961524
1.3,0,0,-0.274721,-0.961524
1.35,0,0,-0.274721,-0.961524
1.4,0,0,-0.274721,-0.961524
1.45,0,0,-0.274721,-0.961524
1.5,0,0,-0.274721,-0.961524
1.55,0,0,-0.274721,-0.961524
1.6,0,0,-0.274721,-0.961524
1.65,0,0,-0.274721,-0.961524
1.7,0,0,-0.274721,-0.961524
1.75,0,0,-0.274721,-0.961524
1.8,0,0,-0.274721,-0.961524
1.85,0,0,-0.274721,-0.961524
1.9,0,0,-0.274721,-0.961524
1.95,0,0,-0.274721,-0.961524
2,0,0,-0.274721,-0.961524
2.05,0,0,-0.274721,-0.961524
2.1,0,0,-0.274721,-0.961524
2.15,0,0,-0.274721,-0.961524
2.2,0,0,-0.274721,-0.961524
2.25,0,0,-0.274721,-0.961524
2.3,0,0,-0.274721,-0.961524
2.35,0,0,-0.274721,-0.961524
2.4,0,0,-0.274721,-0.961524
2.45,0,0,-0.274721,-0.961524
2.5,0,0,-0.274721,-0.961524
2.55,0,0,-0.274721,-0.961524
2.6,0,0,-0.274721,-0.961524
2.65,0,0,-0.274721,-0.961524
2.7,0,0,-0.274721,-0.961524
2.75,0,0,-0.274721,-0.961524
2.8,0,0,-0.274721,-0.961524
2.85,0,0,-0.274721,-0.961524
2.9,0,0,-0.274721,-0.961524
2.95,0,0,-0.274721,-0.961524
