0.05,-0.00344499,4.99785,-0.847998,-0.529999
0.1,-0.162621,5.03941,-0.991616,0.129218
0.15,-0.308587,5.08762,-0.984481,0.175488
0.2,-0.396247,5.1191,-0.992574,0.121643
0.25,-0.47722,5.14495,-0.996981,0.07764
0.3,-0.556561,5.167,-0.99907,0.0431271
0.35,-0.634367,5.18549,-0.999954,0.00959221
0.4,-0.710733,5.20064,-0.999739,-0.0228345
0.45,-0.785745,5.21265,-0.998538,-0.0540493
0.5,-0.859487,5.2217,-0.996468,-0.0839748
0.55,-0.932034,5.22799,-0.993645,-0.112558
0.6,-1.00346,5.23169,-0.990184,-0.139768
0.65,-1.07383,5.23295,-0.986194,-0.165595
0.7,-1.14322,5.23191,-0.981775,-0.190044
0.75,-1.21167,5.22873,-0.977022,-0.213137
0.8,-1.27925,5.22354,-0.972019,-0.234904
0.85,-1.34601,5.21645,-0.966839,-0.255387
0.9,-1.412,5.20758,-0.961549,-0.274633
0.95,-1.47727,5.19705,-0.956206,-0.292694
1,-1.54186,5.18495,-0.950858,-0.309626
1.05,-1.60581,5.17139,-0.945547,-0.325486
1.1,-1.66916,5.15644,-0.940306,-0.340331
1.15,-1.73195,5.1402,-0.935163,-0.354218
1.2,-1.79421,5.12274,-0.930141,-0.367203
1.25,-1.85597,5.10414,-0.925257,-0.379341
1.3,-1.91726,5.08447,-0.920525,-0.390684
1.35,-1.97812,5.0638,-0.915955,-0.401282
1.4,-2.03857,5.04218,-0.911553,-0.411183
1.45,-2.09863,5.01967,-0.907324,-0.420432
1.5,-2.15832,4.99634,-0.90327,-0.429072
1.55,-2.21768,4.97222,-0.899391,-0.437144
1.6,-2.27671,4.94737,-0.895687,-0.444686
1.65,-2.33544,4.92183,-0.892154,-0.451732
1.7,-2.39389,4.89565,-0.888789,-0.458316
1.75,-2.45208,4.86886,-0.885589,-0.464469
1.8,-2.51001,4.84151,-0.882549,-0.470221
1.85,-2.56771,4.81361,-0.879663,-0.475597
1.9,-2.62519,4.78522,-0.876927,-0.480624
1.95,-2.68246,4.75636,-0.874334,-0.485325
2,-2.73954,4.72705,-0.871879,-0.489722
2.05,-2.79644,4.69733,-0.869556,-0.493834
2.1,-2.85316,4.66722,-0.86736,-0.497682
2.15,-2.90973,4.63674,-0.865284,-0.501282
2.2,-2.96614,4.60593,-0.863323,-0.504651
2.25,-3.02241,4.57479,-0.861472,-0.507805
2.3,-3.07855,4.54334,-0.859725,-0.510757
2.35,-3.13456,4.51162,-0.858077,-0.513522
2.4,-3.19045,4.47962,-0.856522,-0.51611
2.45,-3.24624,4.44738,-0.855057,-0.518535
2.5,-3.30192,4.4149,-0.853676,-0.520805
2.55,-3.3575,4.3822,-0.852374,-0.522932
2.6,-3.41299,4.3493,-0.851148,-0.524925
2.65,-3.46839,4.3162,-0.849994,-0.526793
2.7,-3.52372,4.28292,-0.848907,-0.528543
2.75,-3.57896,4.24947,-0.847883,-0.530183
2.8,-3.63414,4.21585,-0.84692,-0.53172
2.85,-3.68925,4.18209,-0.846014,-0.533161
2.9,-3.74429,4.14818,-0.845161,-0.534513
2.95,-3.79928,4.11414,-0.844358,-0.535779
3,-3.85421,4.07998,-0.843603,-0.536967
3.05,-3.90909,4.0457,-0.842893,-0.538081
3.1,-3.96392,4.01131,-0.842226,-0.539125
3.15,-4.0187,3.97682,-0.841598,-0.540105
3.2,-4.07344,3.94222,-0.841008,-0.541023
3.25,-4.12814,3.90754,-0.840453,-0.541885
3.3,-4.1828,3.87278,-0.839931,-0.542693
3.35,-4.23743,3.83793,-0.83944,-0.543452
3.4,-4.29202,3.80301,-0.838979,-0.544163
3.45,-4.34658,3.76801,-0.838546,-0.544831
3.5,-4.40111,3.73295,-0.838139,-0.545457
3.55,-4.45561,3.69783,-0.837756,-0.546045
3.6,-4.51009,3.66265,-0.837397,-0.546596
3.65,-4.56454,3.62742,-0.837059,-0.547113
3.7,-4.61897,3.59213,-0.836741,-0.547599
3.75,-4.67338,3.55679,-0.836443,-0.548054
3.8,-4.72776,3.52141,-0.836162,-0.548482
3.85,-4.78213,3.48599,-0.835899,-0.548883
3.9,-4.83648,3.45053,-0.835652,-0.54926
3.95,-4.89081,3.41503,-0.835419,-0.549613
4,-4.94513,3.37949,-0.835201,-0.549945
4.05,-4.99943,3.34392,-0.834996,-0.550257
4.1,-5.05371,3.30832,-0.834803,-0.550549
4.15,-5.10799,3.27269,-0.834622,-0.550823
4.2,-5.16225,3.23704,-0.834452,-0.551081
4.25,-5.2165,3.20135,-0.834292,-0.551323
4.3,-5.27074,3.16565,-0.834142,-0.551549
4.35,-5.32497,3.12992,-0.834001,-0.551763
4.4,-5.37918,3.09417,-0.833869,-0.551962
4.45,-5.43339,3.0584,-0.833745,-0.55215
4.5,-5.48759,3.02261,-0.833628,-0.552326
4.55,-5.54179,2.9868,-0.833518,-0.552492
4.6,-5.59597,2.95098,-0.833415,-0.552647
4.65,-5.65015,2.91514,-0.833319,-0.552793
4.7,-5.70432,2.87928,-0.833228,-0.55293
4.75,-5.75849,2.84342,-0.833142,-0.553059
4.8,-5.81265,2.80754,-0.833062,-0.553179
4.85,-5.8668,2.77165,-0.832987,-0.553293
4.9,-5.92095,2.73574,-0.832916,-0.553399
4.95,-5.9751,2.69983,-0.83285,-0.553499
5,-6.02924,2.6639,-0.832788,-0.553593
5.05,-6.08337,2.62797,-0.832729,-0.553681
5.1,-6.1375,2.59203,-0.832674,-0.553763
5.15,-6.19163,2.55608,-0.832622,-0.553841
5.2,-6.24575,2.52012,-0.832574,-0.553914
5.25,-6.29987,2.48415,-0.832528,-0.553982
5.3,-6.35399,2.44818,-0.832486,-0.554047
5.35,-6.40811,2.4122,-0.832446,-0.554107
5.4,-6.46222,2.37622,-0.832408,-0.554163
5.45,-6.51633,2.34023,-0.832372,-0.554217
5.5,-6.57043,2.30423,-0.832339,-0.554267
5.55,-6.62454,2.26823,-0.832308,-0.554314
5.6,-6.67864,2.23223,-0.832279,-0.554358
5.65,-6.73274,2.19622,-0.832251,-0.554399
5.7,-6.78684,2.1602,-0.832225,-0.554438
5.75,-6.84094,2.12418,-0.832201,-0.554474
5.8,-6.89503,2.08816,-0.832178,-0.554508
5.85,-6.94912,2.05214,-0.832157,-0.554541
5.9,-7.00322,2.01611,-0.832137,-0.554571
5.95,-7.05731,1.98008,-0.832118,-0.554599
6,-7.1114,1.94404,-0.8321,-0.554626
6.05,-7.16548,1.90801,-0.832083,-0.554651
6.1,-7.21957,1.87197,-0.832068,-0.554674
6.15,-7.27366,1.83593,-0.832053,-0.554696
6.2,-7.32774,1.79988,-0.832039,-0.554717
6.25,-7.38182,1.76384,-0.832026,-0.554736
6.3,-7.43591,1.72779,-0.832014,-0.554755
