0.124,-22.263,-1.315
0.224,-22.109,-1.315
0.324,-21.961,-1.315
0.424,-21.819,-1.3151
0.524,-21.682,-1.315
0.624,-21.545,-1.3145
0.724,-21.408,-1.3138
0.824,-21.274,-1.3133
0.924,-21.142,-1.3132
1.024,-21.005,-1.3133
1.124,-20.861,-1.3134
1.224,-20.715,-1.3133
1.324,-20.572,-1.3128
1.424,-20.433,-1.3122
1.524,-20.294,-1.3117
1.624,-20.156,-1.3116
1.724,-20.016,-1.3117
1.824,-19.876,-1.3118
1.924,-19.738,-1.3117
2.024,-19.6,-1.3112
2.124,-19.461,-1.3105
2.224,-19.322,-1.31
2.324,-19.183,-1.3099
2.424,-19.043,-1.31
2.524,-18.906,-1.3101
2.624,-18.769,-1.31
2.724,-18.63,-1.3095
2.824,-18.491,-1.3088
2.924,-18.351,-1.3083
3.024,-18.214,-1.3082
3.124,-18.077,-1.3083
3.224,-17.937,-1.3084
3.324,-17.795,-1.3083
3.424,-17.655,-1.3078
3.524,-17.517,-1.3072
3.624,-17.383,-1.3067
3.724,-17.247,-1.3066
3.824,-17.107,-1.3067
3.924,-16.963,-1.3068
4.024,-16.822,-1.3067
4.124,-16.686,-1.3062
4.224,-16.553,-1.3055
4.324,-16.417,-1.305
4.424,-16.276,-1.3049
4.524,-16.132,-1.305
4.624,-15.989,-1.3051
4.724,-15.847,-1.305
4.824,-15.708,-1.3045
4.924,-15.57,-1.3038
5.024,-15.435,-1.3033
5.124,-15.297,-1.3032
5.224,-15.156,-1.3033
5.324,-15.015,-1.3034
5.424,-14.876,-1.3033
5.524,-14.74,-1.3028
5.624,-14.602,-1.3022
5.724,-14.461,-1.3017
5.824,-14.32,-1.3016
5.924,-14.181,-1.3016
6.024,-14.047,-1.3017
6.124,-13.913,-1.3017
6.224,-13.773,-1.3014
6.324,-13.631,-1.3008
6.424,-13.492,-1.3003
6.524,-13.357,-1.3
6.624,-13.222,-1.3
6.724,-13.085,-1.3001
6.824,-12.943,-1.3
6.924,-12.798,-1.2996
7.024,-12.655,-1.299
