5.124,-22.263,-1.315
5.224,-22.109,-1.315
5.324,-21.961,-1.315
5.424,-21.819,-1.3151
5.524,-21.682,-1.315
5.624,-21.545,-1.3145
5.724,-21.408,-1.3138
5.824,-21.274,-1.3133
5.924,-21.142,-1.3132
6.024,-21.005,-1.3133
6.124,-20.861,-1.3134
6.224,-20.715,-1.3133
6.324,-20.572,-1.3128
6.424,-20.433,-1.3122
6.524,-20.294,-1.3117
6.624,-20.156,-1.3116
6.724,-20.016,-1.3117
6.824,-19.876,-1.3118
6.924,-19.738,-1.3117
7.024,-19.6,-1.3112
7.124,-19.461,-1.3105
7.224,-19.322,-1.31
7.324,-19.183,-1.3099
7.424,-19.043,-1.31
7.524,-18.906,-1.3101
7.624,-18.769,-1.31
7.724,-18.63,-1.3095
7.824,-18.491,-1.3088
7.924,-18.351,-1.3083
8.024,-18.214,-1.3082
8.124,-18.077,-1.3083
8.224,-17.937,-1.3084
8.324,-17.795,-1.3083
8.424,-17.655,-1.3078
8.524,-17.517,-1.3072
8.624,-17.383,-1.3067
8.724,-17.247,-1.3066
8.824,-17.107,-1.3067
8.924,-16.963,-1.3068
9.024,-16.822,-1.3067
9.124,-16.686,-1.3062
9.224,-16.553,-1.3055
9.324,-16.417,-1.305
9.424,-16.276,-1.3049
9.524,-16.132,-1.305
9.624,-15.989,-1.3051
9.724,-15.847,-1.305
9.824,-15.708,-1.3045
9.924,-15.57,-1.3038
10.024,-15.435,-1.3033
10.124,-15.297,-1.3032
10.224,-15.156,-1.3033
10.324,-15.015,-1.3034
10.424,-14.876,-1.3033
10.524,-14.74,-1.3028
10.624,-14.602,-1.3022
10.724,-14.461,-1.3017
10.824,-14.32,-1.3016
10.924,-14.181,-1.3016
11.024,-14.047,-1.3017
11.124,-13.913,-1.3017
11.224,-13.773,-1.3014
11.324,-13.631,-1.3008
11.424,-13.492,-1.3003
11.524,-13.357,-1.3
11.624,-13.222,-1.3
11.724,-13.085,-1.3001
11.824,-12.943,-1.3
11.924,-12.798,-1.2996
12.024,-12.655,-1.299
12.124,-12.517,-1.2985
12.224,-12.379,-1.2983
12.324,-12.24,-1.2983
12.424,-12.1,-1.2984
12.524,-11.961,-1.2984
12.624,-11.822,-1.2983
12.724,-11.682,-1.2978
12.824,-11.543,-1.2972
12.924,-11.405,-1.2967
13.024,-11.268,-1.2966
13.124,-11.13,-1.2967
13.224,-10.99,-1.2968
13.324,-10.849,-1.2967
13.424,-10.71,-1.2962
13.524,-10.571,-1.2955
13.624,-10.432,-1.295
13.724,-10.292,-1.2949
13.824,-10.153,-1.295
13.924,-10.015,-1.2951
14.024,-9.8788,-1.295
14.124,-9.7435,-1.2945
14.224,-9.6053,-1.2938
14.324,-9.4633,-1.2933
14.424,-9.3219,-1.2932
14.524,-9.1856,-1.2933
14.624,-9.052,-1.2934
14.724,-8.9145,-1.2933
14.824,-8.7713,-1.2928
14.924,-8.6283,-1.2922
15.024,-8.49,-1.2917
15.124,-8.3551,-1.2916
15.224,-8.2209,-1.2917
15.324,-8.0835,-1.2917
15.424,-7.9401,-1.2917
15.524,-7.7946,-1.2913
15.624,-7.6524,-1.2907
15.724,-7.5138,-1.2901
15.824,-7.3765,-1.29
15.924,-7.2389,-1.29
16.024,-7.1001,-1.29
16.124,-6.9606,-1.2897
16.224,-6.8232,-1.2893
16.324,-6.6902,-1.29
16.424,-6.5613,-1.294
16.524,-6.4328,-1.3016
16.624,-6.299,-1.3099
16.724,-6.158,-1.3154
16.824,-6.015,-1.3173
16.924,-5.8747,-1.3171
17.024,-5.7369,-1.3168
17.124,-5.5993,-1.3167
17.224,-5.4614,-1.3166
17.324,-5.3248,-1.3162
17.424,-5.1904,-1.3155
17.524,-5.0551,-1.315
17.624,-4.9155,-1.3149
17.724,-4.7725,-1.315
17.824,-4.6296,-1.3151
17.924,-4.4898,-1.3149
18.024,-4.3538,-1.3142
18.124,-4.2189,-1.3137
18.224,-4.0813,-1.3145
18.324,-3.9382,-1.3171
18.424,-3.7911,-1.3198
18.524,-3.6447,-1.3219
18.624,-3.4991,-1.3243
18.724,-3.3531,-1.3272
18.824,-3.2112,-1.3299
18.924,-3.0764,-1.3322
19.024,-2.944,-1.3346
19.124,-2.8102,-1.3368
19.224,-2.677,-1.3389
19.324,-2.5464,-1.3394
19.424,-2.4168,-1.3339
19.524,-2.287,-1.3186
19.624,-2.1577,-1.295
19.724,-2.0298,-1.2685
19.824,-1.9044,-1.2427
19.924,-1.7821,-1.2182
20.024,-1.6598,-1.194
20.124,-1.5325,-1.1685
20.224,-1.4002,-1.1418
20.324,-1.2674,-1.1149
20.424,-1.1375,-1.0886
20.524,-1.0108,-1.0626
20.624,-0.88324,-1.0367
20.724,-0.75226,-1.0126
20.824,-0.6291,-0.99369
20.924,-0.53464,-0.98232
21.024,-0.45984,-0.97522
21.124,-0.35498,-0.96544
21.224,-0.19808,-0.95098
21.324,-0.026746,-0.93607
21.424,0.12432,-0.92238
21.524,0.25569,-0.90724
21.624,0.37827,-0.89002
21.724,0.49814,-0.87337
21.824,0.61795,-0.85929
21.924,0.74167,-0.84691
22.024,0.87208,-0.83454
22.124,1.0047,-0.8217
22.224,1.1333,-0.80883
22.324,1.2578,-0.7969
22.424,1.3829,-0.78718
22.524,1.5111,-0.77976
22.624,1.6416,-0.77311
22.724,1.774,-0.76587
22.824,1.9084,-0.7581
22.924,2.042,-0.75061
23.024,2.1728,-0.74382
23.124,2.3042,-0.73791
23.224,2.4384,-0.73301
23.324,2.574,-0.72843
23.424,2.7089,-0.72321
23.524,2.8428,-0.71744
23.624,2.9751,-0.71172
23.724,3.1052,-0.70594
23.824,3.2354,-0.69975
23.924,3.369,-0.69355
24.024,3.5047,-0.68817
24.124,3.6386,-0.68363
24.224,3.7709,-0.67898
24.324,3.9051,-0.67368
24.424,4.042,-0.66835
24.524,4.1787,-0.66334
24.624,4.3124,-0.65801
24.724,4.4435,-0.65237
24.824,4.5754,-0.64805
24.924,4.7109,-0.64624
25.024,4.8498,-0.64616
25.124,4.9891,-0.64662
25.224,5.1277,-0.64722
25.324,5.2661,-0.64788
25.424,5.4045,-0.64827
25.524,5.5428,-0.64833
25.624,5.6814,-0.64839
25.724,5.8204,-0.64883
25.824,5.9591,-0.64951
25.924,6.0965,-0.64998
26.024,6.2336,-0.65004
26.124,6.3725,-0.64992
26.224,6.5139,-0.65001
26.324,6.6559,-0.65064
26.424,6.7964,-0.65152
26.524,6.9351,-0.65152
26.624,7.0749,-0.64936
26.724,7.2174,-0.64478
26.824,7.3595,-0.63886
26.924,7.497,-0.63324
27.024,7.6308,-0.62915
27.124,7.7643,-0.62699
27.224,7.9004,-0.62636
27.324,8.0404,-0.62642
27.424,8.1823,-0.62668
27.524,8.3229,-0.62713
27.624,8.4617,-0.62778
27.724,8.5999,-0.62847
27.824,8.7372,-0.62909
27.924,8.8754,-0.62882
28.024,9.0186,-0.62577
28.124,9.1654,-0.61896
28.224,9.3101,-0.60978
28.324,9.4542,-0.59997
28.424,9.6036,-0.58991
28.524,9.7578,-0.5795
28.624,9.9121,-0.56897
28.724,10.062,-0.5588
28.824,10.208,-0.54903
28.924,10.355,-0.53913
29.024,10.506,-0.52881
29.124,10.657,-0.51839
29.224,10.807,-0.50812
29.324,10.957,-0.49796
29.424,11.106,-0.48788
29.524,11.256,-0.47778
29.624,11.407,-0.46765
29.724,11.558,-0.45766
29.824,11.708,-0.44772
29.924,11.858,-0.43765
30.024,12.007,-0.42733
30.124,12.152,-0.41651
30.224,12.289,-0.40502
30.324,12.418,-0.39309
30.424,12.542,-0.38113
30.524,12.666,-0.3693
30.624,12.792,-0.35746
30.724,12.918,-0.34544
30.824,13.044,-0.33329
30.924,13.171,-0.32131
31.024,13.298,-0.30966
31.124,13.424,-0.298
31.224,13.549,-0.28596
31.324,13.674,-0.27372
31.424,13.798,-0.26193
31.524,13.924,-0.25047
31.624,14.053,-0.23756
31.724,14.188,-0.22083
31.824,14.33,-0.19981
31.924,14.474,-0.17633
32.024,14.617,-0.15227
32.124,14.759,-0.12902
32.224,14.902,-0.10857
32.324,15.049,-0.092309
32.424,15.198,-0.079309
32.524,15.344,-0.067535
32.624,15.484,-0.05567
32.724,15.62,-0.042908
32.824,15.757,-0.028963
32.924,15.893,-0.014762
33.024,16.022,-0.0013728
33.124,16.146,0.011268
33.224,16.27,0.023906
33.324,16.399,0.03693
33.424,16.532,0.049937
33.524,16.666,0.06165
33.624,16.803,0.07
33.724,16.943,0.073659
33.824,17.084,0.073667
33.924,17.225,0.07231
34.024,17.365,0.070958
34.124,17.504,0.069804
34.224,17.643,0.068785
34.324,17.783,0.06791
34.424,17.921,0.067084
34.524,18.059,0.066121
34.624,18.197,0.064963
34.724,18.334,0.06382
34.824,18.472,0.062895
34.924,18.612,0.062104
35.024,18.751,0.061206
35.124,18.889,0.060074
35.224,19.028,0.05878
35.324,19.168,0.057423
35.424,19.31,0.056468
35.524,19.45,0.057401
35.624,19.587,0.061287
35.724,19.724,0.066207
35.824,19.862,0.06894
35.924,20.003,0.069487
36.024,20.146,0.070433
36.124,20.285,0.072173
36.224,20.42,0.072478
36.324,20.552,0.070582
36.424,20.687,0.06818
36.524,20.827,0.066549
36.624,20.967,0.065523
36.724,21.105,0.064667
36.824,21.242,0.063809
36.924,21.38,0.062863
37.024,21.52,0.061784
37.124,21.661,0.060768
37.224,21.803,0.060214
37.324,21.944,0.060283
37.424,22.084,0.060648
37.524,22.223,0.060954
37.624,22.363,0.061124
37.724,22.502,0.061234
37.824,22.641,0.061541
37.924,22.782,0.062013
38.024,22.922,0.062045
38.124,23.06,0.061288
38.224,23.198,0.060068
38.324,23.337,0.058862
38.424,23.475,0.057776
38.524,23.612,0.056653
38.624,23.749,0.055525
38.724,23.89,0.054482
38.824,24.032,0.053452
38.924,24.173,0.052511
39.024,24.313,0.051891
39.124,24.453,0.051564
39.224,24.593,0.051188
39.324,24.733,0.050521
39.424,24.874,0.049573
39.524,25.013,0.048452
39.624,25.151,0.047332
39.724,25.288,0.046351
39.824,25.424,0.045464
39.924,25.563,0.044489
40.024,25.705,0.043324
40.124,25.846,0.042164
40.224,25.984,0.04123
40.324,26.123,0.04043
40.424,26.262,0.039506
40.524,26.402,0.038371
40.624,26.541,0.037213
40.724,26.68,0.036125
40.824,26.818,0.034994
40.924,26.955,0.033877
41.024,27.091,0.032939
41.124,27.227,0.032112
41.224,27.366,0.031165
41.324,27.51,0.03
41.424,27.655,0.028835
41.524,27.796,0.027888
41.624,27.934,0.027061
41.724,28.069,0.026123
41.824,28.206,0.025006
41.924,28.348,0.023875
42.024,28.49,0.022788
42.124,28.616,0.021629
42.224,28.72,0.020494
42.324,28.832,0.019569
42.424,28.982,0.018767
42.524,29.156,0.017837
42.624,29.319,0.01669
42.724,29.461,0.015557
42.824,29.596,0.014671
42.924,29.732,0.013868
43.024,29.871,0.012547
43.124,30.008,0.01025
43.224,30.145,0.0085804
43.324,30.284,0.012612
43.424,30.426,0.027782
43.524,30.57,0.053788
43.624,30.711,0.081589
43.724,30.847,0.097067
43.824,30.979,0.091308
43.924,31.11,0.068049
44.024,31.243,0.037636
44.124,31.38,0.0067014
44.224,31.516,-0.023219
44.324,31.651,-0.052221
44.424,31.783,-0.080649
44.524,31.916,-0.10911
44.624,32.053,-0.13816
44.724,32.192,-0.16709
44.824,32.326,-0.19407
44.924,32.456,-0.2186
45.024,32.585,-0.24215
45.124,32.717,-0.26595
45.224,32.849,-0.29004
45.324,32.979,-0.31392
45.424,33.107,-0.33746
45.524,33.236,-0.36103
45.624,33.367,-0.38496
